,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.705,0.026,0.661,0.754,0.0,0.0,5208.0,5344.0,1.0
Omega_m,0.285,0.009,0.267,0.301,0.0,0.0,7236.0,6956.0,1.0
M,-0.126,0.624,-1.178,1.006,0.01,0.011,4986.0,5130.0,1.0
dL[0],11.372,0.179,11.04,11.711,0.001,0.001,16306.0,10767.0,1.0
dL[1],9.296,0.143,9.028,9.566,0.001,0.001,14947.0,11264.0,1.0
dL[2],15.185,0.263,14.697,15.679,0.002,0.002,13093.0,10073.0,1.0
dL[3],34.333,0.837,32.825,35.865,0.01,0.007,8070.0,8910.0,1.0
dL[4],47.559,1.276,45.292,49.899,0.016,0.012,7505.0,8558.0,1.0
dL[5],21.894,0.447,21.092,22.737,0.005,0.003,9753.0,9810.0,1.0
dL[6],55.226,1.535,52.463,57.982,0.02,0.014,7333.0,8363.0,1.0
dL[7],14.839,0.254,14.375,15.326,0.002,0.002,13373.0,10096.0,1.0
dL[8],41.739,1.082,39.793,43.699,0.014,0.01,7691.0,8657.0,1.0
dL[9],17.939,0.334,17.317,18.562,0.003,0.002,11251.0,9532.0,1.0
dL[10],20.09,0.394,19.369,20.828,0.004,0.003,10317.0,9846.0,1.0
dL[11],47.819,1.285,45.495,50.132,0.016,0.012,7498.0,8559.0,1.0
dL[12],29.535,0.682,28.329,30.813,0.008,0.006,8475.0,8724.0,1.0
dL[13],25.43,0.553,24.459,26.488,0.006,0.004,9028.0,8921.0,1.0
dL[14],71.347,2.084,67.694,75.16,0.028,0.02,7123.0,7965.0,1.0
dL[15],0.699,0.023,0.657,0.74,0.0,0.0,5313.0,5639.0,1.0
dL[16],0.3,0.011,0.281,0.318,0.0,0.0,5249.0,5523.0,1.0
dL[17],0.587,0.02,0.551,0.622,0.0,0.0,5294.0,5639.0,1.0
dL[18],0.502,0.017,0.471,0.532,0.0,0.0,5280.0,5575.0,1.0
dL[19],0.453,0.016,0.425,0.48,0.0,0.0,5272.0,5581.0,1.0
dL[20],0.472,0.016,0.443,0.501,0.0,0.0,5275.0,5581.0,1.0
dL[21],0.73,0.024,0.686,0.772,0.0,0.0,5318.0,5664.0,1.0
dL[22],0.632,0.021,0.594,0.67,0.0,0.0,5302.0,5631.0,1.0
dL[23],0.272,0.01,0.255,0.289,0.0,0.0,5245.0,5445.0,1.0
dL[24],0.424,0.015,0.397,0.45,0.0,0.0,5267.0,5552.0,1.0
dL[25],0.782,0.025,0.736,0.827,0.0,0.0,5327.0,5681.0,1.0
dL[26],0.166,0.006,0.156,0.177,0.0,0.0,5231.0,5404.0,1.0
dL[27],0.904,0.029,0.852,0.956,0.0,0.0,5350.0,5657.0,1.0
dL[28],0.581,0.02,0.546,0.616,0.0,0.0,5293.0,5639.0,1.0
dL[29],0.29,0.01,0.272,0.309,0.0,0.0,5248.0,5517.0,1.0
dL[30],0.371,0.013,0.348,0.394,0.0,0.0,5259.0,5557.0,1.0
dL[31],0.433,0.015,0.406,0.46,0.0,0.0,5269.0,5552.0,1.0
dL[32],0.189,0.007,0.177,0.201,0.0,0.0,5234.0,5426.0,1.0
dL[33],0.551,0.019,0.518,0.585,0.0,0.0,5288.0,5637.0,1.0
dL[34],0.38,0.013,0.357,0.404,0.0,0.0,5261.0,5557.0,1.0
dL[35],0.39,0.014,0.366,0.414,0.0,0.0,5262.0,5557.0,1.0
dL[36],0.551,0.019,0.518,0.585,0.0,0.0,5288.0,5637.0,1.0
dL[37],0.453,0.016,0.425,0.48,0.0,0.0,5272.0,5581.0,1.0
