,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.884,0.012,0.867,0.9,0.0,0.0,2568.0,2418.0,1.0
Omega_m,0.499,0.033,0.448,0.556,0.001,0.001,2572.0,2042.0,1.0
dL[0],1.564,0.01,1.551,1.578,0.0,0.0,4131.0,3645.0,1.0
dL[1],8.806,0.091,8.676,8.928,0.003,0.002,3686.0,2578.0,1.0
dL[2],10.604,0.12,10.433,10.766,0.003,0.002,3520.0,2457.0,1.0
dL[3],8.24,0.083,8.125,8.354,0.002,0.002,3763.0,2584.0,1.0
dL[4],2.132,0.013,2.117,2.149,0.0,0.0,6645.0,4478.0,1.0
dL[5],10.4,0.117,10.235,10.559,0.003,0.002,3535.0,2494.0,1.0
dL[6],7.189,0.067,7.092,7.276,0.002,0.001,3963.0,2638.0,1.0
dL[7],8.036,0.079,7.924,8.143,0.002,0.002,3794.0,2593.0,1.0
dL[8],5.482,0.043,5.423,5.54,0.001,0.001,4606.0,2665.0,1.0
dL[9],8.78,0.091,8.651,8.903,0.003,0.002,3689.0,2578.0,1.0
dL[10],7.79,0.076,7.682,7.891,0.002,0.001,3836.0,2623.0,1.0
dL[11],5.13,0.039,5.077,5.182,0.001,0.001,4843.0,2795.0,1.0
dL[12],6.777,0.061,6.693,6.86,0.002,0.001,4069.0,2605.0,1.0
dL[13],4.296,0.029,4.256,4.334,0.001,0.0,5701.0,3142.0,1.0
dL[14],4.377,0.03,4.337,4.418,0.001,0.0,5594.0,3055.0,1.0
dL[15],2.878,0.017,2.857,2.898,0.0,0.0,12750.0,8833.0,1.0
dL[16],4.388,0.03,4.348,4.428,0.001,0.0,5581.0,3043.0,1.0
dL[17],5.011,0.037,4.96,5.061,0.001,0.001,4937.0,2870.0,1.0
dL[18],8.912,0.093,8.78,9.037,0.003,0.002,3674.0,2576.0,1.0
dL[19],5.113,0.039,5.06,5.164,0.001,0.001,4857.0,2794.0,1.0
dL[20],0.79,0.007,0.781,0.8,0.0,0.0,2859.0,2628.0,1.0
dL[21],7.273,0.068,7.174,7.362,0.002,0.001,3944.0,2636.0,1.0
dL[22],4.129,0.028,4.093,4.166,0.001,0.0,5939.0,3241.0,1.0
dL[23],6.173,0.052,6.102,6.245,0.001,0.001,4270.0,2600.0,1.0
dL[24],9.012,0.095,8.878,9.14,0.003,0.002,3662.0,2565.0,1.0
dL[25],4.239,0.029,4.201,4.276,0.001,0.0,5778.0,3213.0,1.0
dL[26],3.638,0.023,3.609,3.668,0.0,0.0,6948.0,3424.0,1.0
dL[27],1.638,0.01,1.624,1.652,0.0,0.0,4359.0,3715.0,1.0
dL[28],7.439,0.07,7.337,7.532,0.002,0.001,3908.0,2633.0,1.0
dL[29],1.932,0.012,1.917,1.947,0.0,0.0,5554.0,4285.0,1.0
dL[30],5.055,0.038,5.003,5.106,0.001,0.001,4901.0,2825.0,1.0
dL[31],6.781,0.061,6.696,6.864,0.002,0.001,4068.0,2605.0,1.0
dL[32],7.968,0.078,7.857,8.074,0.002,0.002,3805.0,2597.0,1.0
dL[33],3.766,0.024,3.736,3.798,0.0,0.0,6603.0,3422.0,1.0
dL[34],2.986,0.018,2.964,3.008,0.0,0.0,11805.0,8618.0,1.0
dL[35],9.829,0.108,9.682,9.98,0.003,0.002,3581.0,2511.0,1.0
dL[36],4.91,0.036,4.861,4.958,0.001,0.001,5023.0,2913.0,1.0
dL[37],6.385,0.055,6.309,6.461,0.001,0.001,4192.0,2594.0,1.0
dL[38],4.499,0.032,4.457,4.541,0.001,0.0,5445.0,3016.0,1.0
dL[39],3.646,0.023,3.617,3.676,0.0,0.0,6919.0,3420.0,1.0
dL[40],2.048,0.012,2.032,2.063,0.0,0.0,6131.0,4458.0,1.0
dL[41],1.902,0.012,1.887,1.917,0.0,0.0,5415.0,4186.0,1.0
dL[42],9.521,0.103,9.376,9.66,0.003,0.002,3609.0,2559.0,1.0
dL[43],7.658,0.074,7.552,7.756,0.002,0.001,3861.0,2628.0,1.0
dL[44],6.327,0.055,6.252,6.402,0.001,0.001,4212.0,2581.0,1.0
dL[45],3.933,0.026,3.9,3.967,0.001,0.0,6260.0,3302.0,1.0
dL[46],9.099,0.096,8.963,9.228,0.003,0.002,3652.0,2588.0,1.0
dL[47],2.18,0.013,2.165,2.198,0.0,0.0,6986.0,4519.0,1.0
dL[48],5.176,0.039,5.124,5.23,0.001,0.001,4809.0,2782.0,1.0
dL[49],7.057,0.065,6.966,7.145,0.002,0.001,3996.0,2601.0,1.0
dL[50],4.28,0.029,4.241,4.318,0.001,0.0,5722.0,3133.0,1.0
dL[51],3.643,0.023,3.614,3.673,0.0,0.0,6929.0,3397.0,1.0
dL[52],6.555,0.058,6.475,6.633,0.001,0.001,4135.0,2612.0,1.0
dL[53],3.983,0.026,3.95,4.018,0.001,0.0,6174.0,3294.0,1.0
dL[54],4.16,0.028,4.124,4.197,0.001,0.0,5893.0,3210.0,1.0
dL[55],4.06,0.027,4.025,4.095,0.001,0.0,6047.0,3259.0,1.0
dL[56],6.417,0.056,6.341,6.494,0.001,0.001,4181.0,2594.0,1.0
dL[57],1.152,0.009,1.14,1.164,0.0,0.0,3245.0,3341.0,1.0
dL[58],8.502,0.087,8.381,8.62,0.002,0.002,3725.0,2566.0,1.0
dL[59],7.238,0.068,7.141,7.327,0.002,0.001,3952.0,2636.0,1.0
dL[60],1.911,0.012,1.896,1.926,0.0,0.0,5457.0,4195.0,1.0
dL[61],9.667,0.105,9.519,9.81,0.003,0.002,3596.0,2563.0,1.0
dL[62],9.388,0.101,9.245,9.524,0.003,0.002,3622.0,2556.0,1.0
dL[63],10.143,0.113,9.984,10.296,0.003,0.002,3555.0,2501.0,1.0
dL[64],6.677,0.059,6.593,6.756,0.002,0.001,4099.0,2610.0,1.0
dL[65],4.542,0.032,4.499,4.584,0.001,0.001,5395.0,3022.0,1.0
dL[66],9.781,0.107,9.635,9.931,0.003,0.002,3585.0,2546.0,1.0
dL[67],7.305,0.068,7.206,7.395,0.002,0.001,3937.0,2633.0,1.0
dL[68],7.855,0.077,7.746,7.958,0.002,0.002,3824.0,2624.0,1.0
dL[69],2.373,0.014,2.356,2.391,0.0,0.0,8793.0,6388.0,1.0
dL[70],0.834,0.007,0.825,0.845,0.0,0.0,2891.0,2736.0,1.0
dL[71],5.348,0.042,5.29,5.403,0.001,0.001,4691.0,2730.0,1.0
dL[72],9.601,0.104,9.454,9.742,0.003,0.002,3602.0,2559.0,1.0
dL[73],2.819,0.016,2.798,2.839,0.0,0.0,12801.0,9205.0,1.0
dL[74],9.49,0.102,9.345,9.628,0.003,0.002,3612.0,2559.0,1.0
dL[75],1.692,0.011,1.678,1.706,0.0,0.0,4544.0,3843.0,1.0
dL[76],8.638,0.089,8.514,8.76,0.002,0.002,3707.0,2576.0,1.0
dL[77],4.979,0.037,4.929,5.028,0.001,0.001,4964.0,2874.0,1.0
dL[78],2.423,0.014,2.407,2.442,0.0,0.0,9418.0,7285.0,1.0
dL[79],5.076,0.038,5.024,5.127,0.001,0.001,4885.0,2813.0,1.0
dL[80],6.136,0.052,6.065,6.207,0.001,0.001,4284.0,2601.0,1.0
dL[81],5.937,0.049,5.87,6.004,0.001,0.001,4369.0,2630.0,1.0
dL[82],2.589,0.015,2.57,2.607,0.0,0.0,11380.0,8720.0,1.0
dL[83],4.811,0.035,4.762,4.856,0.001,0.001,5114.0,2924.0,1.0
