,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.704,0.029,0.651,0.758,0.0,0.0,19812.0,13670.0,1.0
Omega_m,0.284,0.009,0.268,0.301,0.0,0.0,32193.0,28557.0,1.0
M,1.523,3.848,-4.584,8.251,0.025,0.017,17508.0,11965.0,1.0
dL[0],0.36,0.012,0.337,0.382,0.0,0.0,44646.0,38665.0,1.0
dL[1],0.514,0.018,0.481,0.547,0.0,0.0,38102.0,32348.0,1.0
dL[2],0.558,0.02,0.522,0.596,0.0,0.0,34712.0,29721.0,1.0
dL[3],0.422,0.014,0.395,0.448,0.0,0.0,45250.0,39178.0,1.0
dL[4],0.499,0.017,0.467,0.532,0.0,0.0,39333.0,33372.0,1.0
dL[5],0.446,0.015,0.418,0.474,0.0,0.0,43780.0,38334.0,1.0
dL[6],0.355,0.012,0.333,0.377,0.0,0.0,44305.0,38619.0,1.0
dL[7],0.48,0.016,0.449,0.51,0.0,0.0,41087.0,36472.0,1.0
dL[8],0.48,0.016,0.449,0.51,0.0,0.0,41087.0,36472.0,1.0
dL[9],0.684,0.026,0.635,0.733,0.0,0.0,28264.0,22523.0,1.0
dL[10],0.271,0.009,0.254,0.288,0.0,0.0,36090.0,37004.0,1.0
dL[11],0.446,0.015,0.418,0.474,0.0,0.0,43780.0,38334.0,1.0
dL[12],0.346,0.011,0.324,0.367,0.0,0.0,43532.0,38506.0,1.0
dL[13],0.117,0.004,0.109,0.126,0.0,0.0,22899.0,17701.0,1.0
dL[14],0.341,0.011,0.32,0.362,0.0,0.0,43174.0,38528.0,1.0
dL[15],0.184,0.006,0.172,0.196,0.0,0.0,26753.0,22751.0,1.0
dL[16],0.248,0.008,0.233,0.264,0.0,0.0,33315.0,31649.0,1.0
dL[17],0.47,0.016,0.44,0.5,0.0,0.0,41894.0,37814.0,1.0
dL[18],0.384,0.013,0.36,0.407,0.0,0.0,45736.0,38760.0,1.0
dL[19],0.308,0.01,0.289,0.327,0.0,0.0,40253.0,38251.0,1.0
dL[20],0.257,0.009,0.241,0.274,0.0,0.0,34431.0,32920.0,1.0
dL[21],0.412,0.014,0.386,0.438,0.0,0.0,45618.0,39202.0,1.0
dL[22],0.234,0.008,0.219,0.249,0.0,0.0,31685.0,28541.0,1.0
dL[23],0.46,0.016,0.431,0.49,0.0,0.0,42649.0,38149.0,1.0
dL[24],0.313,0.01,0.293,0.332,0.0,0.0,40710.0,38365.0,1.0
dL[25],0.654,0.025,0.608,0.7,0.0,0.0,29471.0,23764.0,1.0
dL[26],0.539,0.019,0.503,0.574,0.0,0.0,36146.0,30710.0,1.0
dL[27],0.384,0.013,0.36,0.407,0.0,0.0,45736.0,38760.0,1.0
dL[28],0.549,0.019,0.512,0.585,0.0,0.0,35417.0,29910.0,1.0
dL[29],0.341,0.011,0.32,0.362,0.0,0.0,43174.0,38528.0,1.0
dL[30],0.674,0.026,0.626,0.722,0.0,0.0,28644.0,22632.0,1.0
dL[31],0.341,0.011,0.32,0.362,0.0,0.0,43174.0,38528.0,1.0
dL[32],0.48,0.016,0.449,0.51,0.0,0.0,41087.0,36472.0,1.0
dL[33],0.417,0.014,0.391,0.443,0.0,0.0,45449.0,39108.0,1.0
dL[34],0.583,0.021,0.545,0.623,0.0,0.0,33077.0,29213.0,1.0
dL[35],0.388,0.013,0.364,0.412,0.0,0.0,45821.0,38852.0,1.0
dL[36],0.153,0.005,0.143,0.163,0.0,0.0,24594.0,20038.0,1.0
dL[37],0.308,0.01,0.289,0.327,0.0,0.0,40253.0,38251.0,1.0
dL[38],0.341,0.011,0.32,0.362,0.0,0.0,43174.0,38528.0,1.0
dL[39],0.446,0.015,0.418,0.474,0.0,0.0,43780.0,38334.0,1.0
dL[40],0.598,0.022,0.558,0.639,0.0,0.0,32194.0,26826.0,1.0
dL[41],0.104,0.004,0.097,0.112,0.0,0.0,22393.0,17129.0,1.0
dL[42],0.436,0.015,0.409,0.464,0.0,0.0,44453.0,38922.0,1.0
dL[43],0.379,0.013,0.355,0.402,0.0,0.0,45605.0,38737.0,1.0
dL[44],0.346,0.011,0.324,0.367,0.0,0.0,43532.0,38506.0,1.0
dL[45],0.485,0.017,0.454,0.516,0.0,0.0,40664.0,33989.0,1.0
dL[46],0.633,0.024,0.59,0.678,0.0,0.0,30380.0,25591.0,1.0
dL[47],0.346,0.011,0.324,0.367,0.0,0.0,43532.0,38506.0,1.0
dL[48],0.441,0.015,0.414,0.469,0.0,0.0,44131.0,38715.0,1.0
dL[49],0.18,0.006,0.168,0.191,0.0,0.0,26399.0,22464.0,1.0
correction,0.997,0.014,0.975,1.007,0.0,0.0,17453.0,12010.0,1.0
Delta[0],23.816,0.0,23.815,23.816,0.0,0.0,32193.0,28557.0,1.0
Delta[1],23.756,0.0,23.756,23.757,0.0,0.0,32193.0,28557.0,1.0
Delta[2],23.782,0.0,23.781,23.783,0.0,0.0,32193.0,28557.0,1.0
Delta[3],23.781,0.0,23.78,23.782,0.0,0.0,32193.0,28557.0,1.0
Delta[4],23.782,0.001,23.781,23.783,0.0,0.0,32193.0,28557.0,1.0
Delta[5],23.773,0.001,23.771,23.774,0.0,0.0,32193.0,28557.0,1.0
Delta[6],23.743,0.001,23.741,23.745,0.0,0.0,32193.0,28557.0,1.0
Delta[7],23.775,0.001,23.773,23.777,0.0,0.0,32193.0,28557.0,1.0
Delta[8],23.771,0.001,23.769,23.773,0.0,0.0,32193.0,28557.0,1.0
Delta[9],23.879,0.001,23.876,23.881,0.0,0.0,32193.0,28557.0,1.0
Delta[10],23.814,0.001,23.811,23.816,0.0,0.0,32193.0,28557.0,1.0
Delta[11],23.877,0.001,23.875,23.88,0.0,0.0,32193.0,28557.0,1.0
Delta[12],23.853,0.002,23.851,23.856,0.0,0.0,32193.0,28557.0,1.0
Delta[13],23.797,0.002,23.793,23.8,0.0,0.0,32193.0,28557.0,1.0
Delta[14],23.823,0.002,23.82,23.827,0.0,0.0,32193.0,28557.0,1.0
Delta[15],23.878,0.002,23.874,23.882,0.0,0.0,32193.0,28557.0,1.0
Delta[16],23.803,0.002,23.799,23.808,0.0,0.0,32193.0,28557.0,1.0
Delta[17],23.747,0.002,23.743,23.752,0.0,0.0,32193.0,28557.0,1.0
Delta[18],23.821,0.003,23.816,23.826,0.0,0.0,32193.0,28557.0,1.0
Delta[19],23.819,0.003,23.814,23.824,0.0,0.0,32193.0,28557.0,1.0
Delta[20],23.802,0.003,23.797,23.808,0.0,0.0,32193.0,28557.0,1.0
Delta[21],23.808,0.003,23.802,23.814,0.0,0.0,32193.0,28557.0,1.0
Delta[22],23.798,0.003,23.791,23.804,0.0,0.0,32193.0,28557.0,1.0
Delta[23],23.797,0.004,23.79,23.804,0.0,0.0,32193.0,28557.0,1.0
Delta[24],23.766,0.004,23.759,23.774,0.0,0.0,32193.0,28557.0,1.0
Delta[25],23.798,0.004,23.79,23.806,0.0,0.0,32193.0,28557.0,1.0
Delta[26],23.835,0.005,23.826,23.843,0.0,0.0,32193.0,28557.0,1.0
Delta[27],23.807,0.005,23.798,23.816,0.0,0.0,32193.0,28557.0,1.0
Delta[28],23.802,0.005,23.792,23.811,0.0,0.0,32193.0,28557.0,1.0
Delta[29],23.813,0.006,23.802,23.824,0.0,0.0,32193.0,28557.0,1.0
Delta[30],23.803,0.006,23.792,23.814,0.0,0.0,32193.0,28557.0,1.0
Delta[31],23.823,0.007,23.811,23.836,0.0,0.0,32193.0,28557.0,1.0
Delta[32],23.797,0.007,23.784,23.81,0.0,0.0,32193.0,28557.0,1.0
Delta[33],23.822,0.008,23.808,23.837,0.0,0.0,32193.0,28557.0,1.0
Delta[34],23.78,0.008,23.765,23.796,0.0,0.0,32193.0,28557.0,1.0
Delta[35],23.772,0.009,23.755,23.79,0.0,0.0,32193.0,28557.0,1.0
Delta[36],23.813,0.01,23.794,23.833,0.0,0.0,32193.0,28557.0,1.0
Delta[37],23.814,0.011,23.793,23.836,0.0,0.0,32193.0,28557.0,1.0
Delta[38],23.775,0.014,23.749,23.8,0.0,0.0,32193.0,28557.0,1.0
Delta[39],23.675,0.016,23.645,23.704,0.0,0.0,32193.0,28557.0,1.0
A,32618608.325,10453.109,32599033.827,32638355.234,58.247,41.187,32193.0,28557.0,1.0
B,1370365.3,219.576,1369954.049,1370780.029,1.224,0.865,32193.0,28557.0,1.0
C,57571.555,0.0,57571.555,57571.555,0.0,0.0,52500.0,52500.0,
