,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.699,0.006,0.696,0.702,0.0,0.0,2796.0,1120.0,1.0
Omega_m,0.284,0.01,0.267,0.303,0.0,0.0,2904.0,2885.0,1.0
M,-0.036,0.642,-0.439,0.267,0.046,0.034,1735.0,836.0,1.0
dL[0],11.544,0.236,11.38,11.68,0.013,0.009,2677.0,1094.0,1.0
dL[1],9.43,0.168,9.311,9.529,0.009,0.006,2710.0,1088.0,1.0
dL[2],15.428,0.376,15.166,15.63,0.022,0.016,2639.0,1084.0,1.0
dL[3],34.948,1.235,34.171,35.553,0.078,0.055,2324.0,1004.0,1.0
dL[4],48.436,1.889,47.297,49.333,0.121,0.086,2316.0,1004.0,1.0
dL[5],22.266,0.656,21.825,22.598,0.04,0.029,2398.0,1080.0,1.0
dL[6],56.255,2.276,54.9,57.319,0.146,0.104,2314.0,1002.0,1.0
dL[7],15.076,0.362,14.823,15.271,0.021,0.015,2641.0,1082.0,1.0
dL[8],42.501,1.598,41.516,43.264,0.102,0.072,2318.0,1005.0,1.0
dL[9],18.235,0.487,17.9,18.489,0.029,0.021,2576.0,1081.0,1.0
dL[10],20.426,0.577,20.034,20.723,0.035,0.025,2468.0,1076.0,1.0
dL[11],48.701,1.902,47.554,49.604,0.122,0.086,2316.0,1004.0,1.0
dL[12],30.056,1.006,29.402,30.546,0.063,0.045,2329.0,1004.0,1.0
dL[13],25.87,0.815,25.337,26.281,0.051,0.036,2336.0,1001.0,1.0
dL[14],72.696,3.1,70.868,74.097,0.201,0.142,2313.0,1005.0,1.0
dL[15],8.168,0.132,8.075,8.247,0.007,0.005,2737.0,1081.0,1.0
dL[16],2.901,0.024,2.886,2.914,0.001,0.0,3133.0,1103.0,1.0
dL[17],7.987,0.127,7.898,8.063,0.007,0.005,2742.0,1081.0,1.0
dL[18],5.957,0.077,5.902,6.002,0.003,0.003,2813.0,1104.0,1.0
dL[19],15.59,0.382,15.324,15.795,0.023,0.016,2638.0,1084.0,1.0
dL[20],5.947,0.077,5.892,5.992,0.003,0.003,2813.0,1105.0,1.0
dL[21],7.44,0.112,7.357,7.505,0.006,0.004,2757.0,1073.0,1.0
dL[22],8.115,0.13,8.022,8.193,0.007,0.005,2738.0,1081.0,1.0
dL[23],11.643,0.239,11.477,11.781,0.013,0.01,2675.0,1094.0,1.0
dL[24],10.036,0.187,9.905,10.146,0.01,0.007,2699.0,1094.0,1.0
dL[25],2.932,0.024,2.917,2.945,0.001,0.0,3125.0,1103.0,1.0
dL[26],13.832,0.316,13.617,14.012,0.018,0.013,2651.0,1089.0,1.0
dL[27],1.918,0.014,1.911,1.925,0.0,0.0,4226.0,1396.0,1.0
dL[28],10.037,0.187,9.905,10.146,0.01,0.007,2699.0,1094.0,1.0
dL[29],2.694,0.021,2.681,2.705,0.001,0.0,3191.0,1111.0,1.0
dL[30],6.262,0.084,6.203,6.312,0.004,0.003,2797.0,1105.0,1.0
dL[31],10.359,0.197,10.223,10.476,0.011,0.008,2694.0,1090.0,1.0
dL[32],11.567,0.236,11.403,11.704,0.013,0.009,2677.0,1094.0,1.0
dL[33],0.46,0.003,0.459,0.462,0.0,0.0,3045.0,1132.0,1.0
dL[34],2.372,0.018,2.362,2.382,0.0,0.0,3377.0,1207.0,1.0
dL[35],0.879,0.006,0.876,0.882,0.0,0.0,3410.0,1219.0,1.0
