,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.735,0.046,0.648,0.82,0.001,0.001,4157.0,4725.0,1.0
Omega_m,0.285,0.009,0.268,0.301,0.0,0.0,6367.0,6010.0,1.0
M,0.604,1.143,-1.355,2.788,0.018,0.013,4136.0,4769.0,1.0
dL[0],11.309,0.19,10.959,11.668,0.002,0.001,12337.0,11042.0,1.0
dL[1],9.211,0.175,8.883,9.536,0.002,0.001,8070.0,9814.0,1.0
dL[2],15.177,0.253,14.705,15.65,0.002,0.002,14107.0,9706.0,1.0
dL[3],34.74,0.97,32.904,36.478,0.013,0.009,5927.0,6627.0,1.0
dL[4],48.293,1.566,45.446,51.213,0.022,0.016,5427.0,6597.0,1.0
dL[5],22.016,0.46,21.182,22.878,0.005,0.004,7933.0,8232.0,1.0
dL[6],56.154,1.922,52.672,59.759,0.027,0.019,5293.0,6514.0,1.0
dL[7],14.826,0.245,14.373,15.291,0.002,0.001,14648.0,10426.0,1.0
dL[8],42.328,1.3,39.869,44.655,0.018,0.013,5583.0,6753.0,1.0
dL[9],17.981,0.327,17.346,18.563,0.003,0.002,10397.0,8400.0,1.0
dL[10],20.174,0.396,19.452,20.917,0.004,0.003,8779.0,8417.0,1.0
dL[11],48.56,1.578,45.691,51.501,0.022,0.016,5422.0,6597.0,1.0
dL[12],29.828,0.763,28.395,31.214,0.01,0.007,6328.0,7096.0,1.0
dL[13],25.629,0.595,24.553,26.744,0.007,0.005,6957.0,7549.0,1.0
dL[14],72.687,2.678,67.628,77.519,0.039,0.027,5143.0,6220.0,1.0
dL[15],0.394,0.024,0.35,0.436,0.0,0.0,4169.0,4738.0,1.0
dL[16],0.995,0.055,0.889,1.089,0.001,0.001,4194.0,4701.0,1.0
dL[17],0.394,0.024,0.35,0.436,0.0,0.0,4169.0,4738.0,1.0
dL[18],0.941,0.053,0.844,1.035,0.001,0.001,4191.0,4701.0,1.0
