,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.736,0.027,0.689,0.783,0.0,0.0,4912.0,5056.0,1.0
Omega_m,0.284,0.009,0.268,0.302,0.0,0.0,7666.0,6486.0,1.0
M,0.543,0.779,-0.717,1.781,0.013,0.014,4835.0,5115.0,1.0
dL[0],11.306,0.181,10.983,11.641,0.002,0.001,15700.0,10108.0,1.0
dL[1],9.208,0.146,8.94,9.465,0.001,0.001,13850.0,9659.0,1.0
dL[2],15.173,0.267,14.672,15.634,0.002,0.002,14240.0,10092.0,1.0
dL[3],34.713,0.884,33.207,36.286,0.011,0.008,8165.0,7990.0,1.0
dL[4],48.244,1.368,45.872,50.608,0.018,0.013,7475.0,7830.0,1.0
dL[5],22.006,0.461,21.229,22.858,0.005,0.004,10160.0,9376.0,1.0
dL[6],56.091,1.655,53.305,59.017,0.022,0.016,7270.0,7585.0,1.0
dL[7],14.822,0.258,14.358,15.288,0.002,0.002,14639.0,10195.0,1.0
dL[8],42.289,1.153,40.304,44.31,0.015,0.011,7704.0,7734.0,1.0
dL[9],17.976,0.342,17.374,18.592,0.003,0.002,11912.0,9708.0,1.0
dL[10],20.166,0.405,19.431,20.867,0.004,0.003,10831.0,9147.0,1.0
dL[11],48.51,1.378,46.122,50.889,0.018,0.013,7467.0,7830.0,1.0
dL[12],29.808,0.715,28.604,31.101,0.008,0.006,8642.0,8412.0,1.0
dL[13],25.615,0.576,24.624,26.647,0.006,0.005,9273.0,8778.0,1.0
dL[14],72.593,2.266,68.752,76.528,0.031,0.022,7017.0,7541.0,1.0
dL[15],0.261,0.009,0.245,0.277,0.0,0.0,4946.0,5207.0,1.0
dL[16],0.333,0.012,0.313,0.354,0.0,0.0,4957.0,5235.0,1.0
dL[17],0.492,0.017,0.463,0.521,0.0,0.0,4981.0,5267.0,1.0
dL[18],0.435,0.015,0.409,0.461,0.0,0.0,4971.0,5250.0,1.0
dL[19],0.662,0.022,0.624,0.701,0.0,0.0,5007.0,5285.0,1.0
dL[20],0.315,0.011,0.296,0.334,0.0,0.0,4954.0,5235.0,1.0
dL[21],0.384,0.013,0.361,0.407,0.0,0.0,4964.0,5248.0,1.0
dL[22],0.778,0.026,0.734,0.823,0.0,0.0,5027.0,5306.0,1.0
dL[23],0.487,0.017,0.458,0.516,0.0,0.0,4980.0,5267.0,1.0
dL[24],0.292,0.01,0.275,0.311,0.0,0.0,4951.0,5232.0,1.0
dL[25],0.667,0.022,0.629,0.706,0.0,0.0,5008.0,5285.0,1.0
dL[26],0.521,0.018,0.49,0.552,0.0,0.0,4985.0,5257.0,1.0
dL[27],0.13,0.005,0.122,0.138,0.0,0.0,4929.0,5070.0,1.0
dL[28],0.173,0.006,0.162,0.184,0.0,0.0,4935.0,5162.0,1.0
dL[29],0.459,0.016,0.431,0.486,0.0,0.0,4975.0,5243.0,1.0
dL[30],0.319,0.011,0.3,0.339,0.0,0.0,4955.0,5235.0,1.0
dL[31],0.087,0.003,0.082,0.093,0.0,0.0,4924.0,5065.0,1.0
dL[32],0.545,0.019,0.513,0.577,0.0,0.0,4988.0,5223.0,1.0
dL[33],0.252,0.009,0.237,0.268,0.0,0.0,4945.0,5207.0,1.0
dL[34],0.306,0.011,0.287,0.325,0.0,0.0,4953.0,5235.0,1.0
dL[35],0.388,0.014,0.365,0.412,0.0,0.0,4965.0,5248.0,1.0
dL[36],0.365,0.013,0.343,0.388,0.0,0.0,4961.0,5222.0,1.0
dL[37],0.319,0.011,0.3,0.339,0.0,0.0,4955.0,5235.0,1.0
dL[38],0.225,0.008,0.212,0.24,0.0,0.0,4941.0,5197.0,1.0
dL[39],0.682,0.023,0.643,0.722,0.0,0.0,5010.0,5295.0,1.0
dL[40],0.261,0.009,0.245,0.277,0.0,0.0,4946.0,5207.0,1.0
dL[41],0.569,0.019,0.536,0.603,0.0,0.0,4992.0,5228.0,1.0
dL[42],0.292,0.01,0.275,0.311,0.0,0.0,4951.0,5232.0,1.0
dL[43],0.274,0.01,0.258,0.292,0.0,0.0,4948.0,5232.0,1.0
dL[44],0.203,0.007,0.191,0.216,0.0,0.0,4939.0,5202.0,1.0
dL[45],0.342,0.012,0.322,0.363,0.0,0.0,4958.0,5235.0,1.0
dL[46],0.511,0.018,0.481,0.542,0.0,0.0,4984.0,5267.0,1.0
dL[47],0.717,0.024,0.676,0.759,0.0,0.0,5017.0,5311.0,1.0
dL[48],0.412,0.014,0.387,0.437,0.0,0.0,4968.0,5230.0,1.0
dL[49],0.221,0.008,0.207,0.235,0.0,0.0,4941.0,5202.0,1.0
dL[50],0.463,0.016,0.436,0.491,0.0,0.0,4976.0,5243.0,1.0
dL[51],0.788,0.026,0.743,0.833,0.0,0.0,5029.0,5306.0,1.0
dL[52],0.033,0.001,0.031,0.035,0.0,0.0,4917.0,5056.0,1.0
dL[53],0.478,0.017,0.449,0.506,0.0,0.0,4979.0,5243.0,1.0
dL[54],0.426,0.015,0.4,0.451,0.0,0.0,4970.0,5250.0,1.0
dL[55],0.265,0.009,0.249,0.282,0.0,0.0,4947.0,5207.0,1.0
dL[56],0.633,0.021,0.596,0.67,0.0,0.0,5002.0,5264.0,1.0
dL[57],0.697,0.023,0.657,0.738,0.0,0.0,5013.0,5290.0,1.0
dL[58],0.516,0.018,0.485,0.547,0.0,0.0,4984.0,5267.0,1.0
dL[59],0.473,0.016,0.445,0.501,0.0,0.0,4978.0,5243.0,1.0
dL[60],0.37,0.013,0.348,0.393,0.0,0.0,4962.0,5238.0,1.0
dL[61],0.23,0.008,0.216,0.244,0.0,0.0,4942.0,5197.0,1.0
dL[62],0.234,0.008,0.22,0.249,0.0,0.0,4943.0,5192.0,1.0
dL[63],0.44,0.015,0.414,0.466,0.0,0.0,4972.0,5240.0,1.0
dL[64],0.329,0.012,0.309,0.349,0.0,0.0,4956.0,5222.0,1.0
correction,1.001,0.002,0.998,1.005,0.0,0.0,4847.0,5077.0,1.0
Delta[0],23.816,0.0,23.815,23.816,0.0,0.0,7666.0,6486.0,1.0
Delta[1],23.756,0.0,23.756,23.757,0.0,0.0,7666.0,6486.0,1.0
Delta[2],23.782,0.0,23.781,23.783,0.0,0.0,7666.0,6486.0,1.0
Delta[3],23.781,0.001,23.78,23.782,0.0,0.0,7666.0,6486.0,1.0
Delta[4],23.782,0.001,23.781,23.783,0.0,0.0,7666.0,6486.0,1.0
Delta[5],23.773,0.001,23.772,23.774,0.0,0.0,7666.0,6486.0,1.0
Delta[6],23.743,0.001,23.742,23.745,0.0,0.0,7666.0,6486.0,1.0
Delta[7],23.775,0.001,23.773,23.777,0.0,0.0,7666.0,6486.0,1.0
Delta[8],23.771,0.001,23.769,23.773,0.0,0.0,7666.0,6486.0,1.0
Delta[9],23.879,0.001,23.876,23.881,0.0,0.0,7666.0,6486.0,1.0
Delta[10],23.814,0.001,23.811,23.816,0.0,0.0,7666.0,6486.0,1.0
Delta[11],23.877,0.002,23.875,23.88,0.0,0.0,7666.0,6486.0,1.0
Delta[12],23.853,0.002,23.851,23.857,0.0,0.0,7666.0,6486.0,1.0
Delta[13],23.797,0.002,23.794,23.8,0.0,0.0,7666.0,6486.0,1.0
Delta[14],23.823,0.002,23.82,23.827,0.0,0.0,7666.0,6486.0,1.0
Delta[15],23.878,0.002,23.874,23.882,0.0,0.0,7666.0,6486.0,1.0
Delta[16],23.803,0.002,23.799,23.808,0.0,0.0,7666.0,6486.0,1.0
Delta[17],23.747,0.002,23.743,23.752,0.0,0.0,7666.0,6486.0,1.0
Delta[18],23.821,0.003,23.816,23.826,0.0,0.0,7666.0,6486.0,1.0
Delta[19],23.819,0.003,23.814,23.824,0.0,0.0,7666.0,6486.0,1.0
Delta[20],23.803,0.003,23.797,23.808,0.0,0.0,7666.0,6486.0,1.0
Delta[21],23.808,0.003,23.802,23.814,0.0,0.0,7666.0,6486.0,1.0
Delta[22],23.798,0.004,23.792,23.804,0.0,0.0,7666.0,6486.0,1.0
Delta[23],23.797,0.004,23.791,23.804,0.0,0.0,7666.0,6486.0,1.0
