,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.693,0.011,0.685,0.701,0.0,0.0,4644.0,2488.0,1.0
Omega_m,0.285,0.011,0.267,0.301,0.0,0.0,3695.0,3819.0,1.0
M,-0.309,0.581,-0.717,0.02,0.022,0.016,3483.0,2081.0,1.0
dL[0],11.448,0.379,11.29,11.571,0.01,0.007,4522.0,2544.0,1.0
dL[1],9.367,0.289,9.251,9.454,0.007,0.005,4707.0,2552.0,1.0
dL[2],15.265,0.561,15.017,15.457,0.016,0.011,4357.0,2503.0,1.0
dL[3],34.409,1.65,33.637,34.983,0.051,0.036,4160.0,2404.0,1.0
dL[4],47.624,2.473,46.492,48.492,0.078,0.055,4128.0,2405.0,1.0
dL[5],21.977,0.919,21.553,22.302,0.027,0.019,4240.0,2433.0,1.0
dL[6],55.283,2.96,53.934,56.313,0.094,0.067,4118.0,2394.0,1.0
dL[7],14.92,0.544,14.678,15.104,0.015,0.011,4366.0,2502.0,1.0
dL[8],41.809,2.107,40.832,42.544,0.066,0.047,4139.0,2396.0,1.0
dL[9],18.021,0.704,17.707,18.271,0.02,0.014,4291.0,2461.0,1.0
dL[10],20.172,0.819,19.804,20.467,0.024,0.017,4259.0,2448.0,1.0
dL[11],47.883,2.489,46.744,48.757,0.079,0.056,4128.0,2405.0,1.0
dL[12],29.614,1.361,28.978,30.092,0.042,0.029,4182.0,2406.0,1.0
dL[13],25.511,1.12,24.995,25.911,0.034,0.024,4210.0,2411.0,1.0
dL[14],71.389,3.997,69.583,72.767,0.129,0.091,4106.0,2393.0,1.0
dL[15],5.959,0.16,5.908,6.003,0.003,0.002,6867.0,3107.0,1.0
dL[16],2.157,0.049,2.141,2.172,0.001,0.001,5839.0,2796.0,1.0
dL[17],5.594,0.148,5.547,5.633,0.003,0.002,7671.0,3397.0,1.0
dL[18],11.005,0.359,10.856,11.119,0.009,0.007,4552.0,2538.0,1.0
dL[19],9.177,0.281,9.065,9.26,0.007,0.005,4728.0,2563.0,1.0
dL[20],12.255,0.416,12.078,12.391,0.011,0.008,4472.0,2526.0,1.0
dL[21],2.728,0.064,2.709,2.746,0.001,0.001,6602.0,3425.0,1.0
dL[22],5.489,0.144,5.444,5.528,0.003,0.002,7983.0,3639.0,1.0
dL[23],11.261,0.371,11.107,11.38,0.01,0.007,4534.0,2539.0,1.0
dL[24],2.774,0.065,2.754,2.792,0.001,0.001,6701.0,3442.0,1.0
dL[25],14.569,0.527,14.339,14.749,0.015,0.01,4377.0,2502.0,1.0
dL[26],10.306,0.329,10.171,10.408,0.008,0.006,4610.0,2566.0,1.0
dL[27],9.864,0.31,9.739,9.96,0.008,0.006,4649.0,2561.0,1.0
dL[28],14.614,0.529,14.383,14.795,0.015,0.01,4376.0,2505.0,1.0
dL[29],5.493,0.144,5.447,5.531,0.003,0.002,7974.0,3639.0,1.0
dL[30],13.141,0.457,12.947,13.296,0.012,0.009,4429.0,2503.0,1.0
dL[31],5.155,0.133,5.113,5.189,0.003,0.002,9066.0,3746.0,1.0
dL[32],14.791,0.538,14.552,14.971,0.015,0.011,4370.0,2502.0,1.0
dL[33],8.945,0.271,8.839,9.026,0.007,0.005,4760.0,2554.0,1.0
dL[34],12.127,0.41,11.953,12.261,0.011,0.008,4480.0,2533.0,1.0
dL[35],12.018,0.405,11.847,12.15,0.011,0.008,4486.0,2540.0,1.0
dL[36],5.547,0.146,5.501,5.586,0.003,0.002,7799.0,3435.0,1.0
dL[37],6.767,0.188,6.704,6.821,0.004,0.003,5933.0,2968.0,1.0
dL[38],5.169,0.134,5.127,5.204,0.003,0.002,9020.0,3759.0,1.0
dL[39],12.08,0.408,11.908,12.214,0.011,0.008,4483.0,2540.0,1.0
dL[40],15.258,0.561,15.01,15.45,0.016,0.011,4357.0,2503.0,1.0
dL[41],13.256,0.463,13.06,13.414,0.013,0.009,4425.0,2503.0,1.0
