,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
h,0.699,0.023,0.655,0.742,0.0,0.0,5371.0,5983.0,1.0
Omega_m,0.285,0.009,0.268,0.302,0.0,0.0,7537.0,7198.0,1.0
M,-0.253,0.57,-1.213,0.774,0.009,0.01,5215.0,5430.0,1.0
dL[0],11.384,0.176,11.07,11.731,0.001,0.001,17713.0,11520.0,1.0
dL[1],9.312,0.14,9.054,9.578,0.001,0.001,16493.0,11570.0,1.0
dL[2],15.185,0.258,14.71,15.676,0.002,0.002,14991.0,11098.0,1.0
dL[3],34.256,0.803,32.833,35.814,0.009,0.006,9387.0,9756.0,1.0
dL[4],47.422,1.217,45.219,49.718,0.014,0.01,8653.0,9440.0,1.0
dL[5],21.87,0.434,21.071,22.702,0.004,0.003,11429.0,10333.0,1.0
dL[6],55.054,1.46,52.464,57.844,0.017,0.013,8426.0,9337.0,1.0
dL[7],14.841,0.25,14.377,15.312,0.002,0.001,15277.0,11191.0,1.0
dL[8],41.629,1.033,39.775,43.601,0.012,0.009,8907.0,9475.0,1.0
dL[9],17.93,0.327,17.313,18.538,0.003,0.002,13115.0,10737.0,1.0
dL[10],20.073,0.384,19.363,20.806,0.004,0.003,12074.0,10406.0,1.0
dL[11],47.681,1.225,45.454,49.983,0.014,0.01,8644.0,9440.0,1.0
dL[12],29.479,0.657,28.307,30.752,0.007,0.005,9881.0,10049.0,1.0
dL[13],25.391,0.535,24.421,26.42,0.005,0.004,10537.0,10088.0,1.0
dL[14],71.1,1.975,67.583,74.84,0.024,0.017,8144.0,9245.0,1.0
dL[15],0.446,0.014,0.422,0.473,0.0,0.0,5443.0,6096.0,1.0
dL[16],0.359,0.011,0.338,0.381,0.0,0.0,5428.0,6050.0,1.0
dL[17],0.476,0.015,0.45,0.504,0.0,0.0,5448.0,6132.0,1.0
dL[18],0.241,0.008,0.228,0.257,0.0,0.0,5408.0,6016.0,1.0
dL[19],0.302,0.01,0.285,0.32,0.0,0.0,5418.0,6023.0,1.0
dL[20],0.466,0.015,0.44,0.494,0.0,0.0,5446.0,6125.0,1.0
dL[21],0.374,0.012,0.352,0.396,0.0,0.0,5430.0,6078.0,1.0
dL[22],0.105,0.003,0.099,0.111,0.0,0.0,5386.0,6024.0,1.0
dL[23],0.432,0.014,0.408,0.458,0.0,0.0,5440.0,6096.0,1.0
dL[24],0.374,0.012,0.352,0.396,0.0,0.0,5430.0,6078.0,1.0
dL[25],0.283,0.009,0.267,0.3,0.0,0.0,5415.0,6023.0,1.0
dL[26],0.841,0.025,0.794,0.886,0.0,0.0,5524.0,6196.0,1.0
dL[27],0.714,0.021,0.674,0.753,0.0,0.0,5496.0,6171.0,1.0
dL[28],0.814,0.024,0.769,0.858,0.0,0.0,5518.0,6178.0,1.0
dL[29],0.136,0.004,0.128,0.145,0.0,0.0,5391.0,5991.0,1.0
dL[30],0.354,0.011,0.334,0.376,0.0,0.0,5427.0,6036.0,1.0
dL[31],0.297,0.01,0.28,0.315,0.0,0.0,5417.0,6023.0,1.0
dL[32],0.652,0.02,0.615,0.688,0.0,0.0,5483.0,6153.0,1.0
dL[33],0.422,0.013,0.398,0.447,0.0,0.0,5439.0,6096.0,1.0
dL[34],0.154,0.005,0.145,0.164,0.0,0.0,5394.0,5997.0,1.0
dL[35],0.506,0.016,0.478,0.536,0.0,0.0,5454.0,6141.0,1.0
dL[36],0.218,0.007,0.205,0.231,0.0,0.0,5404.0,6015.0,1.0
dL[37],0.456,0.014,0.431,0.484,0.0,0.0,5445.0,6125.0,1.0
dL[38],0.393,0.012,0.37,0.416,0.0,0.0,5434.0,6092.0,1.0
